Clients, Delay (ms)
16 Pubs and Subs ,8073.58
16 Pubs and Subs ,7901.14
16 Pubs and Subs ,8066.88
16 Pubs and Subs ,8092.49
16 Pubs and Subs ,7962.14
16 Pubs and Subs ,7968.00
16 Pubs and Subs ,7829.03
16 Pubs and Subs ,7840.11
16 Pubs and Subs ,8123.32
16 Pubs and Subs ,8143.14
16 Pubs and Subs ,8191.66
16 Pubs and Subs ,8246.75
16 Pubs and Subs ,8409.87
16 Pubs and Subs ,8241.95
16 Pubs and Subs ,8194.11
16 Pubs and Subs ,8207.29
16 Pubs and Subs ,8259.64
16 Pubs and Subs ,8356.27
16 Pubs and Subs ,8509.79
16 Pubs and Subs ,8521.75
16 Pubs and Subs ,8372.59
16 Pubs and Subs ,8156.79
16 Pubs and Subs ,8358.47
16 Pubs and Subs ,8252.61
16 Pubs and Subs ,8491.58
16 Pubs and Subs ,8502.31
16 Pubs and Subs ,8518.18
16 Pubs and Subs ,8653.01
16 Pubs and Subs ,8568.36
16 Pubs and Subs ,8786.12
16 Pubs and Subs ,8796.87
16 Pubs and Subs ,8647.96
16 Pubs and Subs ,8682.04
16 Pubs and Subs ,8803.45
16 Pubs and Subs ,8660.59
16 Pubs and Subs ,8686.38
16 Pubs and Subs ,8736.05
16 Pubs and Subs ,8580.12
16 Pubs and Subs ,8781.76
16 Pubs and Subs ,8654.16
16 Pubs and Subs ,8918.09
16 Pubs and Subs ,8933.90
16 Pubs and Subs ,8967.16
16 Pubs and Subs ,9137.95
16 Pubs and Subs ,9040.41
16 Pubs and Subs ,9065.49
16 Pubs and Subs ,9217.90
16 Pubs and Subs ,8983.87
16 Pubs and Subs ,9090.05
16 Pubs and Subs ,9176.27
16 Pubs and Subs ,9010.43
16 Pubs and Subs ,9246.56
16 Pubs and Subs ,9156.54
16 Pubs and Subs ,9196.29
16 Pubs and Subs ,9064.55
16 Pubs and Subs ,9313.72
16 Pubs and Subs ,9364.57
16 Pubs and Subs ,9411.62
16 Pubs and Subs ,9189.15
16 Pubs and Subs ,9451.08
16 Pubs and Subs ,9569.42
16 Pubs and Subs ,9556.43
16 Pubs and Subs ,9430.42
16 Pubs and Subs ,9619.06
16 Pubs and Subs ,9448.41
16 Pubs and Subs ,9407.50
16 Pubs and Subs ,9554.26
16 Pubs and Subs ,9647.13
16 Pubs and Subs ,9501.93
16 Pubs and Subs ,9471.50
16 Pubs and Subs ,9554.18
16 Pubs and Subs ,9623.10
16 Pubs and Subs ,9724.25
16 Pubs and Subs ,9611.71
16 Pubs and Subs ,9779.54
16 Pubs and Subs ,9929.05
16 Pubs and Subs ,9909.31
16 Pubs and Subs ,9841.99
16 Pubs and Subs ,9853.71
16 Pubs and Subs ,9838.57
16 Pubs and Subs ,9873.66
16 Pubs and Subs ,10021.77
16 Pubs and Subs ,9873.70
16 Pubs and Subs ,9909.09
16 Pubs and Subs ,10097.45
16 Pubs and Subs ,9889.37
16 Pubs and Subs ,10018.08
16 Pubs and Subs ,10068.76
16 Pubs and Subs ,10176.78
16 Pubs and Subs ,10202.19
16 Pubs and Subs ,10253.56
16 Pubs and Subs ,10210.09
16 Pubs and Subs ,10267.09
16 Pubs and Subs ,10094.67
16 Pubs and Subs ,10399.88
16 Pubs and Subs ,10261.47
16 Pubs and Subs ,10349.16
16 Pubs and Subs ,10315.58
16 Pubs and Subs ,10479.99
16 Pubs and Subs ,10276.71
16 Pubs and Subs ,10390.57
16 Pubs and Subs ,10277.06
16 Pubs and Subs ,10565.32
16 Pubs and Subs ,10473.40
16 Pubs and Subs ,10350.45
16 Pubs and Subs ,10457.02
16 Pubs and Subs ,10449.39
16 Pubs and Subs ,10471.82
16 Pubs and Subs ,10417.50
16 Pubs and Subs ,10533.68
16 Pubs and Subs ,10588.63
16 Pubs and Subs ,10476.72
16 Pubs and Subs ,10628.26
16 Pubs and Subs ,10751.31
16 Pubs and Subs ,10772.56
16 Pubs and Subs ,10665.10
16 Pubs and Subs ,10625.72
16 Pubs and Subs ,10779.87
16 Pubs and Subs ,10765.22
16 Pubs and Subs ,10636.08
16 Pubs and Subs ,10834.51
16 Pubs and Subs ,10887.46
16 Pubs and Subs ,10927.59
16 Pubs and Subs ,10841.04
16 Pubs and Subs ,10919.75
16 Pubs and Subs ,10934.17
16 Pubs and Subs ,10962.13
16 Pubs and Subs ,11019.89
16 Pubs and Subs ,10926.46
16 Pubs and Subs ,11140.23
16 Pubs and Subs ,11049.26
16 Pubs and Subs ,11188.61
16 Pubs and Subs ,11257.38
16 Pubs and Subs ,11101.16
16 Pubs and Subs ,11189.80
16 Pubs and Subs ,11120.44
16 Pubs and Subs ,11272.07
16 Pubs and Subs ,11202.86
16 Pubs and Subs ,11339.18
16 Pubs and Subs ,11273.84
16 Pubs and Subs ,11388.13
16 Pubs and Subs ,11322.85
16 Pubs and Subs ,11374.06
16 Pubs and Subs ,11417.40
16 Pubs and Subs ,11511.32
16 Pubs and Subs ,11460.40
16 Pubs and Subs ,11400.47
16 Pubs and Subs ,11511.63
16 Pubs and Subs ,11619.97
16 Pubs and Subs ,11604.09
16 Pubs and Subs ,11555.51
16 Pubs and Subs ,11729.55
16 Pubs and Subs ,11636.96
16 Pubs and Subs ,11674.95
16 Pubs and Subs ,11582.41
16 Pubs and Subs ,11721.60
16 Pubs and Subs ,11821.74
16 Pubs and Subs ,11695.31
16 Pubs and Subs ,11758.48
16 Pubs and Subs ,11853.50
16 Pubs and Subs ,11859.01
16 Pubs and Subs ,11914.55
16 Pubs and Subs ,11741.25
16 Pubs and Subs ,11873.36
16 Pubs and Subs ,11944.39
16 Pubs and Subs ,12047.46
16 Pubs and Subs ,12001.83
16 Pubs and Subs ,12065.11
16 Pubs and Subs ,12074.40
16 Pubs and Subs ,12204.22
16 Pubs and Subs ,12131.56
16 Pubs and Subs ,12235.16
16 Pubs and Subs ,12164.78
16 Pubs and Subs ,12128.83
16 Pubs and Subs ,12037.41
16 Pubs and Subs ,12237.75
16 Pubs and Subs ,12293.99
16 Pubs and Subs ,12064.63
16 Pubs and Subs ,12328.94
16 Pubs and Subs ,12309.35
16 Pubs and Subs ,12392.45
16 Pubs and Subs ,12452.19
16 Pubs and Subs ,12492.08
16 Pubs and Subs ,12471.02
16 Pubs and Subs ,12453.05
16 Pubs and Subs ,12480.98
16 Pubs and Subs ,12605.35
16 Pubs and Subs ,12612.12
16 Pubs and Subs ,12522.75
16 Pubs and Subs ,12390.01
16 Pubs and Subs ,12629.20
16 Pubs and Subs ,12610.26
16 Pubs and Subs ,12675.46
16 Pubs and Subs ,12409.81
16 Pubs and Subs ,12763.04
16 Pubs and Subs ,12718.40
16 Pubs and Subs ,12548.90
16 Pubs and Subs ,12882.49
16 Pubs and Subs ,12820.86
16 Pubs and Subs ,12839.04
16 Pubs and Subs ,12858.68
16 Pubs and Subs ,12859.47
16 Pubs and Subs ,12888.23
16 Pubs and Subs ,12769.37
16 Pubs and Subs ,13001.51
16 Pubs and Subs ,12861.30
16 Pubs and Subs ,13025.75
16 Pubs and Subs ,13026.93
16 Pubs and Subs ,13036.29
16 Pubs and Subs ,13107.06
16 Pubs and Subs ,12840.39
16 Pubs and Subs ,13186.44
16 Pubs and Subs ,12932.32
16 Pubs and Subs ,13223.81
16 Pubs and Subs ,13220.66
16 Pubs and Subs ,13309.40
16 Pubs and Subs ,13258.12
16 Pubs and Subs ,13281.53
16 Pubs and Subs ,13298.24
16 Pubs and Subs ,13139.80
16 Pubs and Subs ,13375.37
16 Pubs and Subs ,13451.10
16 Pubs and Subs ,13451.35
16 Pubs and Subs ,13464.18
16 Pubs and Subs ,13549.29
16 Pubs and Subs ,13376.84
16 Pubs and Subs ,13567.34
16 Pubs and Subs ,13660.50
16 Pubs and Subs ,13664.20
16 Pubs and Subs ,13558.91
16 Pubs and Subs ,13279.67
16 Pubs and Subs ,13685.80
16 Pubs and Subs ,13702.58
16 Pubs and Subs ,13323.77
16 Pubs and Subs ,13761.53
16 Pubs and Subs ,13786.55
16 Pubs and Subs ,13556.51
16 Pubs and Subs ,13863.85
16 Pubs and Subs ,13646.64
16 Pubs and Subs ,13441.92
16 Pubs and Subs ,13950.40
16 Pubs and Subs ,13956.80
16 Pubs and Subs ,14043.46
16 Pubs and Subs ,14048.21
16 Pubs and Subs ,13961.05
16 Pubs and Subs ,13970.65
16 Pubs and Subs ,14101.79
16 Pubs and Subs ,14009.77
16 Pubs and Subs ,13975.89
16 Pubs and Subs ,13721.98
16 Pubs and Subs ,14203.82
16 Pubs and Subs ,14268.22
16 Pubs and Subs ,13785.98
16 Pubs and Subs ,13994.52
16 Pubs and Subs ,14262.56
16 Pubs and Subs ,14126.75
16 Pubs and Subs ,14425.70
16 Pubs and Subs ,14349.07
16 Pubs and Subs ,14470.48
16 Pubs and Subs ,14393.76
16 Pubs and Subs ,14363.77
16 Pubs and Subs ,14338.40
16 Pubs and Subs ,14387.45
16 Pubs and Subs ,14422.30
16 Pubs and Subs ,14584.25
16 Pubs and Subs ,14370.87
16 Pubs and Subs ,14129.91
16 Pubs and Subs ,14594.36
16 Pubs and Subs ,14313.63
16 Pubs and Subs ,14290.32
16 Pubs and Subs ,14778.58
16 Pubs and Subs ,14732.22
16 Pubs and Subs ,14452.14
16 Pubs and Subs ,14728.83
16 Pubs and Subs ,14925.26
16 Pubs and Subs ,14700.35
16 Pubs and Subs ,14782.41
16 Pubs and Subs ,14717.63
16 Pubs and Subs ,14719.94
16 Pubs and Subs ,14849.52
16 Pubs and Subs ,15028.22
16 Pubs and Subs ,14771.23
16 Pubs and Subs ,14520.65
16 Pubs and Subs ,14998.16
16 Pubs and Subs ,14692.60
16 Pubs and Subs ,14738.65
16 Pubs and Subs ,15121.51
16 Pubs and Subs ,15296.72
16 Pubs and Subs ,14830.52
16 Pubs and Subs ,15098.27
16 Pubs and Subs ,15256.98
16 Pubs and Subs ,15158.24
16 Pubs and Subs ,15159.78
16 Pubs and Subs ,15199.48
16 Pubs and Subs ,15191.13
16 Pubs and Subs ,15363.23
16 Pubs and Subs ,15088.41
16 Pubs and Subs ,15244.37
16 Pubs and Subs ,14981.29
16 Pubs and Subs ,15142.10
16 Pubs and Subs ,15085.62
16 Pubs and Subs ,15397.45
16 Pubs and Subs ,15290.71
16 Pubs and Subs ,15480.53
16 Pubs and Subs ,15628.50
16 Pubs and Subs ,15550.09
16 Pubs and Subs ,15474.47
16 Pubs and Subs ,15626.35
16 Pubs and Subs ,15499.64
16 Pubs and Subs ,15806.65
16 Pubs and Subs ,15538.54
16 Pubs and Subs ,15693.45
16 Pubs and Subs ,15488.84
16 Pubs and Subs ,15799.05
16 Pubs and Subs ,15431.06
16 Pubs and Subs ,15526.61
16 Pubs and Subs ,15585.57
16 Pubs and Subs ,15865.31
16 Pubs and Subs ,15712.81
16 Pubs and Subs ,15963.80
16 Pubs and Subs ,16029.52
16 Pubs and Subs ,15885.41
16 Pubs and Subs ,15837.95
16 Pubs and Subs ,15851.82
16 Pubs and Subs ,15930.78
16 Pubs and Subs ,15895.34
16 Pubs and Subs ,16194.01
16 Pubs and Subs ,15896.30
16 Pubs and Subs ,15867.57
16 Pubs and Subs ,16033.38
16 Pubs and Subs ,15965.82
16 Pubs and Subs ,16255.84
16 Pubs and Subs ,15990.17
16 Pubs and Subs ,16163.14
16 Pubs and Subs ,16096.22
16 Pubs and Subs ,16292.90
16 Pubs and Subs ,16241.14
16 Pubs and Subs ,16461.34
16 Pubs and Subs ,16264.24
16 Pubs and Subs ,16325.31
16 Pubs and Subs ,16316.14
16 Pubs and Subs ,16370.62
16 Pubs and Subs ,16260.56
16 Pubs and Subs ,16365.51
16 Pubs and Subs ,16605.66
16 Pubs and Subs ,16641.35
16 Pubs and Subs ,16413.15
16 Pubs and Subs ,16374.79
16 Pubs and Subs ,16511.02
16 Pubs and Subs ,16490.94
16 Pubs and Subs ,16572.18
16 Pubs and Subs ,16680.88
16 Pubs and Subs ,16680.84
16 Pubs and Subs ,16779.86
16 Pubs and Subs ,16745.44
16 Pubs and Subs ,16852.52
16 Pubs and Subs ,16790.45
16 Pubs and Subs ,16780.23
16 Pubs and Subs ,16798.42
16 Pubs and Subs ,16780.72
16 Pubs and Subs ,17099.36
16 Pubs and Subs ,16833.24
16 Pubs and Subs ,16928.36
16 Pubs and Subs ,16791.13
16 Pubs and Subs ,16951.07
16 Pubs and Subs ,16883.58
16 Pubs and Subs ,16956.69
16 Pubs and Subs ,17123.04
16 Pubs and Subs ,17100.27
16 Pubs and Subs ,17139.78
16 Pubs and Subs ,17111.07
16 Pubs and Subs ,17196.34
16 Pubs and Subs ,17210.13
16 Pubs and Subs ,17217.43
16 Pubs and Subs ,17184.35
16 Pubs and Subs ,17174.90
16 Pubs and Subs ,17222.41
16 Pubs and Subs ,17222.66
16 Pubs and Subs ,17400.78
16 Pubs and Subs ,17326.87
16 Pubs and Subs ,17296.65
16 Pubs and Subs ,17366.30
16 Pubs and Subs ,17454.11
16 Pubs and Subs ,17552.81
16 Pubs and Subs ,17524.86
16 Pubs and Subs ,17599.77
16 Pubs and Subs ,17584.30
16 Pubs and Subs ,17550.78
16 Pubs and Subs ,17582.62
16 Pubs and Subs ,17585.99
16 Pubs and Subs ,17620.80
16 Pubs and Subs ,17657.94
16 Pubs and Subs ,17681.48
16 Pubs and Subs ,17754.87
16 Pubs and Subs ,17648.44
16 Pubs and Subs ,17697.67
16 Pubs and Subs ,17861.83
16 Pubs and Subs ,17893.16
16 Pubs and Subs ,17947.09
16 Pubs and Subs ,17939.28
16 Pubs and Subs ,17952.41
16 Pubs and Subs ,18024.15
16 Pubs and Subs ,17972.11
16 Pubs and Subs ,17985.89
16 Pubs and Subs ,18012.10
16 Pubs and Subs ,18033.63
16 Pubs and Subs ,18158.36
16 Pubs and Subs ,18094.62
16 Pubs and Subs ,18081.51
16 Pubs and Subs ,18087.72
16 Pubs and Subs ,18057.79
16 Pubs and Subs ,18130.65
16 Pubs and Subs ,18228.34
16 Pubs and Subs ,18202.71
16 Pubs and Subs ,18305.91
16 Pubs and Subs ,18365.70
16 Pubs and Subs ,18349.23
16 Pubs and Subs ,18399.69
16 Pubs and Subs ,18383.00
16 Pubs and Subs ,18384.61
16 Pubs and Subs ,18398.33
16 Pubs and Subs ,18430.45
16 Pubs and Subs ,18465.85
16 Pubs and Subs ,18526.20
16 Pubs and Subs ,18577.47
16 Pubs and Subs ,18526.34
16 Pubs and Subs ,18569.27
16 Pubs and Subs ,18687.42
16 Pubs and Subs ,18664.44
16 Pubs and Subs ,18764.29
16 Pubs and Subs ,18785.13
16 Pubs and Subs ,18766.69
16 Pubs and Subs ,18784.44
16 Pubs and Subs ,18780.44
16 Pubs and Subs ,18863.72
16 Pubs and Subs ,18855.02
16 Pubs and Subs ,18912.19
16 Pubs and Subs ,18901.80
16 Pubs and Subs ,19031.09
16 Pubs and Subs ,19039.34
16 Pubs and Subs ,19134.54
16 Pubs and Subs ,19132.47
16 Pubs and Subs ,19067.68
16 Pubs and Subs ,19136.89
16 Pubs and Subs ,19193.22
16 Pubs and Subs ,19164.66
16 Pubs and Subs ,19253.34
16 Pubs and Subs ,19388.33
16 Pubs and Subs ,19385.29
16 Pubs and Subs ,19368.10
16 Pubs and Subs ,19446.97
16 Pubs and Subs ,19518.59
16 Pubs and Subs ,19538.74
16 Pubs and Subs ,19616.34
16 Pubs and Subs ,19699.08
16 Pubs and Subs ,19747.00
16 Pubs and Subs ,19759.09
16 Pubs and Subs ,19850.45
16 Pubs and Subs ,19897.48
16 Pubs and Subs ,19912.11
16 Pubs and Subs ,20035.68
16 Pubs and Subs ,29762.10
16 Pubs and Subs ,29778.67
16 Pubs and Subs ,29802.68
16 Pubs and Subs ,29829.61
16 Pubs and Subs ,29760.46
16 Pubs and Subs ,29856.56
16 Pubs and Subs ,29862.31
16 Pubs and Subs ,29857.32
16 Pubs and Subs ,29877.41
16 Pubs and Subs ,29892.48
16 Pubs and Subs ,29892.51
16 Pubs and Subs ,29897.62
16 Pubs and Subs ,29905.08
16 Pubs and Subs ,29908.90
16 Pubs and Subs ,29912.15
16 Pubs and Subs ,29929.50
16 Pubs and Subs ,29880.34
16 Pubs and Subs ,29956.09
16 Pubs and Subs ,29887.40
16 Pubs and Subs ,29904.43
16 Pubs and Subs ,29907.09
16 Pubs and Subs ,29911.18
16 Pubs and Subs ,29877.63
16 Pubs and Subs ,29918.89
16 Pubs and Subs ,29919.38
16 Pubs and Subs ,29923.42
16 Pubs and Subs ,29980.15
16 Pubs and Subs ,29953.20
16 Pubs and Subs ,30021.40
16 Pubs and Subs ,30023.67
16 Pubs and Subs ,30025.91
16 Pubs and Subs ,30028.35
16 Pubs and Subs ,30076.63
16 Pubs and Subs ,30129.37
16 Pubs and Subs ,30043.23
16 Pubs and Subs ,30115.83
16 Pubs and Subs ,30117.25
16 Pubs and Subs ,30082.94
16 Pubs and Subs ,30142.67
16 Pubs and Subs ,30142.79
16 Pubs and Subs ,30182.93
16 Pubs and Subs ,30146.84
16 Pubs and Subs ,30147.12
16 Pubs and Subs ,30151.10
16 Pubs and Subs ,30161.58
16 Pubs and Subs ,30163.19
16 Pubs and Subs ,30167.84
16 Pubs and Subs ,30291.56
16 Pubs and Subs ,30307.50
16 Pubs and Subs ,30369.40
16 Pubs and Subs ,30320.51
16 Pubs and Subs ,30270.19
16 Pubs and Subs ,30270.54
16 Pubs and Subs ,30337.82
16 Pubs and Subs ,30340.47
16 Pubs and Subs ,30345.33
16 Pubs and Subs ,30349.13
16 Pubs and Subs ,30444.49
16 Pubs and Subs ,30390.72
16 Pubs and Subs ,30402.32
16 Pubs and Subs ,30412.13
16 Pubs and Subs ,30470.92
16 Pubs and Subs ,30356.78
16 Pubs and Subs ,30418.81
16 Pubs and Subs ,30361.55
16 Pubs and Subs ,30370.53
16 Pubs and Subs ,30364.98
16 Pubs and Subs ,30395.49
16 Pubs and Subs ,30404.79
16 Pubs and Subs ,30382.78
16 Pubs and Subs ,30414.21
16 Pubs and Subs ,30549.07
16 Pubs and Subs ,30590.78
16 Pubs and Subs ,30454.02
16 Pubs and Subs ,30514.36
16 Pubs and Subs ,30520.10
16 Pubs and Subs ,30541.15
16 Pubs and Subs ,30641.84
16 Pubs and Subs ,30584.84
16 Pubs and Subs ,30518.26
16 Pubs and Subs ,30609.58
16 Pubs and Subs ,30582.42
16 Pubs and Subs ,30610.91
16 Pubs and Subs ,30618.49
16 Pubs and Subs ,30621.05
16 Pubs and Subs ,30593.60
16 Pubs and Subs ,30594.65
16 Pubs and Subs ,30766.59
16 Pubs and Subs ,30774.01
16 Pubs and Subs ,30756.40
16 Pubs and Subs ,30722.42
16 Pubs and Subs ,30639.21
16 Pubs and Subs ,30646.57
16 Pubs and Subs ,30741.99
16 Pubs and Subs ,30831.20
16 Pubs and Subs ,30826.18
16 Pubs and Subs ,30792.51
16 Pubs and Subs ,30859.77
16 Pubs and Subs ,30808.97
16 Pubs and Subs ,30816.56
16 Pubs and Subs ,30878.47
16 Pubs and Subs ,30824.07
16 Pubs and Subs ,30894.66
16 Pubs and Subs ,30915.91
16 Pubs and Subs ,30924.90
16 Pubs and Subs ,30782.79
16 Pubs and Subs ,30876.32
16 Pubs and Subs ,30879.44
16 Pubs and Subs ,30965.31
16 Pubs and Subs ,30861.82
16 Pubs and Subs ,30892.12
16 Pubs and Subs ,31011.56
16 Pubs and Subs ,30914.03
16 Pubs and Subs ,30925.38
16 Pubs and Subs ,31054.74
16 Pubs and Subs ,31058.42
16 Pubs and Subs ,30984.22
16 Pubs and Subs ,30983.64
16 Pubs and Subs ,31089.31
16 Pubs and Subs ,31094.50
16 Pubs and Subs ,31096.36
16 Pubs and Subs ,31004.07
16 Pubs and Subs ,31010.94
16 Pubs and Subs ,31017.26
16 Pubs and Subs ,31012.51
16 Pubs and Subs ,31131.77
16 Pubs and Subs ,31077.45
16 Pubs and Subs ,31186.52
16 Pubs and Subs ,31174.50
16 Pubs and Subs ,31191.60
16 Pubs and Subs ,31186.06
16 Pubs and Subs ,31194.61
16 Pubs and Subs ,31118.24
16 Pubs and Subs ,31206.33
16 Pubs and Subs ,31223.46
16 Pubs and Subs ,31227.42
16 Pubs and Subs ,31133.39
16 Pubs and Subs ,31241.06
16 Pubs and Subs ,31251.77
16 Pubs and Subs ,31258.13
16 Pubs and Subs ,31298.27
16 Pubs and Subs ,31238.15
16 Pubs and Subs ,31367.80
16 Pubs and Subs ,31294.43
16 Pubs and Subs ,31397.95
16 Pubs and Subs ,31408.70
16 Pubs and Subs ,31314.07
16 Pubs and Subs ,31426.53
16 Pubs and Subs ,31370.70
16 Pubs and Subs ,31374.70
16 Pubs and Subs ,31384.42
16 Pubs and Subs ,31471.38
16 Pubs and Subs ,31391.13
16 Pubs and Subs ,31371.28
16 Pubs and Subs ,31490.51
16 Pubs and Subs ,31405.80
16 Pubs and Subs ,31441.95
16 Pubs and Subs ,31457.76
16 Pubs and Subs ,31491.42
16 Pubs and Subs ,31513.06
16 Pubs and Subs ,31477.22
16 Pubs and Subs ,31531.21
16 Pubs and Subs ,31523.50
16 Pubs and Subs ,31534.30
16 Pubs and Subs ,31580.19
16 Pubs and Subs ,31547.61
16 Pubs and Subs ,31591.27
16 Pubs and Subs ,31643.73
16 Pubs and Subs ,31640.99
16 Pubs and Subs ,31647.78
16 Pubs and Subs ,31652.31
16 Pubs and Subs ,31705.16
16 Pubs and Subs ,31672.12
16 Pubs and Subs ,31682.31
16 Pubs and Subs ,31697.48
16 Pubs and Subs ,31704.61
16 Pubs and Subs ,31760.93
16 Pubs and Subs ,31719.65
16 Pubs and Subs ,31774.90
16 Pubs and Subs ,31790.43
16 Pubs and Subs ,31758.43
16 Pubs and Subs ,31811.12
16 Pubs and Subs ,31780.67
16 Pubs and Subs ,31818.20
16 Pubs and Subs ,31787.14
16 Pubs and Subs ,31857.98
16 Pubs and Subs ,31852.54
16 Pubs and Subs ,31879.31
16 Pubs and Subs ,31880.63
16 Pubs and Subs ,31934.35
16 Pubs and Subs ,31950.51
16 Pubs and Subs ,31942.54
16 Pubs and Subs ,31921.23
16 Pubs and Subs ,31963.92
16 Pubs and Subs ,32010.82
16 Pubs and Subs ,31974.75
16 Pubs and Subs ,31981.90
16 Pubs and Subs ,31985.51
16 Pubs and Subs ,32000.66
16 Pubs and Subs ,32065.74
16 Pubs and Subs ,32036.98
16 Pubs and Subs ,32070.43
16 Pubs and Subs ,32057.42
16 Pubs and Subs ,32083.60
16 Pubs and Subs ,32104.16
16 Pubs and Subs ,32153.38
16 Pubs and Subs ,32136.95
16 Pubs and Subs ,32143.30
16 Pubs and Subs ,32202.34
16 Pubs and Subs ,32187.04
16 Pubs and Subs ,32247.69
16 Pubs and Subs ,32211.64
16 Pubs and Subs ,32253.45
16 Pubs and Subs ,32270.18
16 Pubs and Subs ,32247.63
16 Pubs and Subs ,32289.24
16 Pubs and Subs ,32295.69
16 Pubs and Subs ,32299.45
16 Pubs and Subs ,32310.61
16 Pubs and Subs ,32311.55
16 Pubs and Subs ,32312.18
16 Pubs and Subs ,32317.59
16 Pubs and Subs ,32326.97
16 Pubs and Subs ,32294.77
16 Pubs and Subs ,32383.02
16 Pubs and Subs ,32416.12
16 Pubs and Subs ,32430.18
16 Pubs and Subs ,32440.49
16 Pubs and Subs ,32465.12
16 Pubs and Subs ,32326.38
16 Pubs and Subs ,32516.30
16 Pubs and Subs ,32525.42
16 Pubs and Subs ,32373.64
16 Pubs and Subs ,32537.85
16 Pubs and Subs ,32569.90
16 Pubs and Subs ,32559.36
16 Pubs and Subs ,32582.30
16 Pubs and Subs ,32570.00
16 Pubs and Subs ,32605.33
16 Pubs and Subs ,32624.12
16 Pubs and Subs ,32461.14
16 Pubs and Subs ,32661.10
16 Pubs and Subs ,32673.17
16 Pubs and Subs ,32651.01
16 Pubs and Subs ,32656.92
16 Pubs and Subs ,32490.95
16 Pubs and Subs ,32746.47
16 Pubs and Subs ,32569.81
16 Pubs and Subs ,32810.09
16 Pubs and Subs ,32788.12
16 Pubs and Subs ,32813.67
16 Pubs and Subs ,32805.51
16 Pubs and Subs ,32861.13
16 Pubs and Subs ,32826.74
16 Pubs and Subs ,32831.96
16 Pubs and Subs ,32890.78
16 Pubs and Subs ,32918.89
16 Pubs and Subs ,32851.66
16 Pubs and Subs ,32941.52
16 Pubs and Subs ,32629.66
16 Pubs and Subs ,32945.62
16 Pubs and Subs ,32971.57
16 Pubs and Subs ,32948.58
16 Pubs and Subs ,32937.47
16 Pubs and Subs ,32864.83
16 Pubs and Subs ,32988.62
16 Pubs and Subs ,32994.40
16 Pubs and Subs ,32915.00
16 Pubs and Subs ,33065.01
16 Pubs and Subs ,33083.08
16 Pubs and Subs ,33080.75
16 Pubs and Subs ,33004.15
16 Pubs and Subs ,32756.28
16 Pubs and Subs ,33159.02
16 Pubs and Subs ,33117.61
16 Pubs and Subs ,33122.29
16 Pubs and Subs ,33175.17
16 Pubs and Subs ,33180.55
16 Pubs and Subs ,33187.93
16 Pubs and Subs ,33037.51
16 Pubs and Subs ,33228.93
16 Pubs and Subs ,33220.11
16 Pubs and Subs ,33221.35
16 Pubs and Subs ,33225.31
16 Pubs and Subs ,33280.34
16 Pubs and Subs ,33116.74
16 Pubs and Subs ,33259.24
16 Pubs and Subs ,33098.09
16 Pubs and Subs ,33371.79
16 Pubs and Subs ,33347.92
16 Pubs and Subs ,33387.75
16 Pubs and Subs ,33302.37
16 Pubs and Subs ,33316.15
16 Pubs and Subs ,33395.47
16 Pubs and Subs ,33443.33
16 Pubs and Subs ,33073.60
16 Pubs and Subs ,33351.51
16 Pubs and Subs ,33352.26
16 Pubs and Subs ,33036.44
16 Pubs and Subs ,33381.22
16 Pubs and Subs ,33471.68
16 Pubs and Subs ,33509.43
16 Pubs and Subs ,33486.83
16 Pubs and Subs ,33445.83
16 Pubs and Subs ,33589.20
16 Pubs and Subs ,33607.62
16 Pubs and Subs ,33518.99
16 Pubs and Subs ,33622.13
16 Pubs and Subs ,33532.25
16 Pubs and Subs ,33550.83
16 Pubs and Subs ,33576.80
16 Pubs and Subs ,33589.72
16 Pubs and Subs ,33561.90
16 Pubs and Subs ,33222.51
16 Pubs and Subs ,33262.72
16 Pubs and Subs ,33688.16
16 Pubs and Subs ,33591.15
16 Pubs and Subs ,33625.94
16 Pubs and Subs ,33664.65
16 Pubs and Subs ,33623.97
16 Pubs and Subs ,33774.14
16 Pubs and Subs ,33384.67
16 Pubs and Subs ,33723.03
16 Pubs and Subs ,33765.54
16 Pubs and Subs ,33778.71
16 Pubs and Subs ,33817.74
16 Pubs and Subs ,33818.49
16 Pubs and Subs ,33819.72
16 Pubs and Subs ,33811.89
16 Pubs and Subs ,33861.36
16 Pubs and Subs ,33868.71
16 Pubs and Subs ,33896.97
16 Pubs and Subs ,33536.98
16 Pubs and Subs ,33885.87
16 Pubs and Subs ,33877.99
16 Pubs and Subs ,33891.51
16 Pubs and Subs ,33563.87
16 Pubs and Subs ,33777.88
16 Pubs and Subs ,33941.90
16 Pubs and Subs ,33905.66
16 Pubs and Subs ,33993.13
16 Pubs and Subs ,33968.95
16 Pubs and Subs ,34055.47
16 Pubs and Subs ,33812.73
16 Pubs and Subs ,34055.11
16 Pubs and Subs ,34058.97
16 Pubs and Subs ,34081.54
16 Pubs and Subs ,34087.30
16 Pubs and Subs ,34093.17
16 Pubs and Subs ,34140.06
16 Pubs and Subs ,34144.19
16 Pubs and Subs ,34148.13
16 Pubs and Subs ,34171.60
16 Pubs and Subs ,34112.77
16 Pubs and Subs ,34140.14
16 Pubs and Subs ,34151.53
16 Pubs and Subs ,33764.58
16 Pubs and Subs ,34199.38
16 Pubs and Subs ,34174.17
16 Pubs and Subs ,34115.78
16 Pubs and Subs ,33845.36
